пригорок_NOUN,hillock
сотрудник_NOUN,employee
опись_NOUN,inventory
сторожевой_ADJ,watchdog
прогресс_NOUN,progress
ом_NOUN,ohm
щедрость_NOUN,generosity
аппаратура_NOUN,equipment
оплачивать_VERB,pay
решающий_ADJ,decisive
правильно_ADV,right
сумочка_NOUN,handbag
исцелять_VERB,heal
ангельский_ADJ,angelic
детишки_NOUN,kids
ндс_NOUN,VAT
денек_NOUN,day
юношеский_ADJ,youthful
высказывать_VERB,express
дунай_NOUN,Danube
раскачивать_VERB,swing
кузнецов_NOUN,blacksmiths
буде_CCONJ,will
покровитель_NOUN,patron
хорошо_PART,OK
поляков_NOUN,Poles
обморок_NOUN,fainting
панов_NOUN,lords
смежный_ADJ,adjacent
подчиненный_NOUN,subordinate
выслушивать_VERB,listen
точно_PART,exactly
бездонный_ADJ,bottomless
трясти_VERB,shake
отравлять_VERB,poison
сенатор_NOUN,senator
шах_NOUN,shah
клятва_NOUN,oath
ладонь_NOUN,Palm
лупить_VERB,pound
николаев_NOUN,Nikolaev
сельский_ADJ,rural
кремль_NOUN,Kremlin
валентина_NOUN,valentine
помешательство_NOUN,madness
воз_NOUN,WHO
оснащать_VERB,equip
хозяйство_NOUN,economy
обследование_NOUN,examination
преуспевать_VERB,succeed
сильный_ADJ,strong
примирение_NOUN,reconciliation
дальнейший_ADJ,further
случаться_VERB,happen
колоссальный_ADJ,colossal
распознавать_VERB,recognize
открываться_VERB,open
скромный_ADJ,modest
старание_NOUN,diligence
вологда_NOUN,Vologda
значиться_VERB,appear
панов_NOUN,lords
ощупывать_VERB,feel
обеспечиваться_VERB,secured
гимназический_ADJ,gymnasium
трансформатор_NOUN,transformer
табурет_NOUN,stool
гримаса_NOUN,grimace
одеколон_NOUN,cologne
праздничный_ADJ,festive
утомляться_VERB,tire
электромагнитный_ADJ,electromagnetic
фамилия_NOUN,surname
гигант_NOUN,giant
медсестра_NOUN,nurse
индустрия_NOUN,industry
стойкий_ADJ,persistent
привязанность_NOUN,attachment
версия_NOUN,version
отпечатывать_VERB,imprint
точность_NOUN,accuracy
раздевать_VERB,undress
китаец_NOUN,Chinese
выселять_VERB,evict
знакомиться_VERB,meet
гонщик_NOUN,racer
почтальон_NOUN,postman
сходство_NOUN,likeness
осмысливать_VERB,comprehend
применимый_ADJ,applicable
ударять_VERB,strike
нету_ADV,no
скашивать_VERB,bevel
самец_NOUN,male
промах_NOUN,miss
перевертывать_VERB,overturn
чернила_NOUN,ink
плавно_ADV,smoothly
магомет_NOUN,Mahomet
гордый_ADJ,proud
несмотря_ADV,despite
восстанавливать_VERB,restore
серебряный_ADJ,silver
мартын_NOUN,martin
шпион_NOUN,spy
модуль_NOUN,module
сирота_NOUN,orphan
коммуна_NOUN,commune
богословский_ADJ,theological
нервный_ADJ,nervous
расти_VERB,grow
усиливаться_VERB,intensify
перст_NOUN,finger
гигиена_NOUN,hygiene
очевидно_ADV,obviously
мох_NOUN,moss
проект_NOUN,project
сударыня_NOUN,madam
вмиг_ADV,instantly
строительный_ADJ,building
отговаривать_VERB,dissuade
порода_NOUN,breed
бедно_ADV,poorly
ансамбль_NOUN,ensemble
разведывательный_ADJ,intelligence
диплом_NOUN,diploma
рубеж_NOUN,frontier
захаров_NOUN,Zakharov
отвечать_VERB,reply
близость_NOUN,closeness
ооо_NOUN,OOO
калека_NOUN,cripple
проповедовать_VERB,preach
сторонка_NOUN,side
влечение_NOUN,attraction
магомет_NOUN,Mahomet
ежик_NOUN,Hedgehog
оплачивать_VERB,pay
пустырь_NOUN,wasteland
коммерсант_NOUN,merchant
задумываться_VERB,ponder
подряд_ADV,contract
отличительный_ADJ,distinctive
ветерок_NOUN,breeze
наставление_NOUN,admonition
рыть_VERB,dig
карьера_NOUN,career
инфляция_NOUN,inflation
диковинный_ADJ,outlandish
воздержание_NOUN,abstinence
терять_VERB,lose
мельников_NOUN,millers
сша_NOUN,USA
татарин_NOUN,Tatar
самостоятельность_NOUN,independence
намного_ADV,much
слюна_NOUN,saliva
слабеть_VERB,weaken
крокодил_NOUN,crocodile
медаль_NOUN,medal
пробел_NOUN,space
гимн_NOUN,hymn
заболевание_NOUN,disease
зрелость_NOUN,maturity
колебание_NOUN,hesitation
сырьевой_ADJ,raw
законодательный_ADJ,legislative
свозить_VERB,bring
дышать_VERB,breathe
иконостас_NOUN,iconostasis
транспорт_NOUN,transport
ванна_NOUN,bath
узенький_ADJ,narrow
петрушка_NOUN,parsley
попросту_ADV,simply
бутылка_NOUN,bottle
отголосок_NOUN,echo
болт_NOUN,bolt
бинокль_NOUN,binoculars
муж_NOUN,husband
щука_NOUN,Pike
дерзать_VERB,dare
чередоваться_VERB,alternate
обеденный_ADJ,dining
подготовлять_VERB,prepare
законный_ADJ,law
поздний_ADJ,late
пункт_NOUN,paragraph
пребывание_NOUN,residence
намерение_NOUN,intention
разговор_NOUN,talk
вблизи_ADP,near
смазывать_VERB,grease
рассыпаться_VERB,crumble
причастный_ADJ,implicated
мускул_NOUN,muscle
оперативный_ADJ,operational
плясать_VERB,dance
предельный_ADJ,ultimate
покоиться_VERB,rest
внутренний_ADJ,interior
потрогать_VERB,touch
румяный_ADJ,rosy
смело_ADV,boldly
месяц_NOUN,month
целоваться_VERB,kiss
зарастать_VERB,overgrow
посягать_VERB,encroach
опасно_ADV,dangerous
политехнический_ADJ,polytechnic
выигрывать_VERB,win
государство_NOUN,state
танк_NOUN,tank
ага_PART,yeah
антоний_NOUN,Anthony
праздник_NOUN,holiday
вышина_NOUN,height
плюнуть_VERB,spit
волосок_NOUN,hair
вспомнить_VERB,recall
изумленно_ADV,astonished
райский_ADJ,heavenly
потребность_NOUN,need
интеллигенция_NOUN,intelligentsia
бессильно_ADV,powerlessly
окрестить_VERB,christen
марка_NOUN,brand
рывок_NOUN,jerk
сосредотачивать_VERB,focus
комната_NOUN,room
черчилль_NOUN,churchill
посмотреть_VERB,look
интернационал_NOUN,International
умиление_NOUN,tenderness
разрабатываться_VERB,develop
похороны_NOUN,funeral
одесса_NOUN,Odessa
миролюбивый_ADJ,peaceful
флакон_NOUN,bottle
приклад_NOUN,butt
мыслитель_NOUN,thinker
футбольный_ADJ,football
чуковский_NOUN,Chukovsky
подозревать_VERB,suspect
осознание_NOUN,awareness
жалеть_VERB,regret
войско_NOUN,army
пристраивать_VERB,attach
вредный_ADJ,harmful
насмешливо_ADV,derisively
эмоциональный_ADJ,emotional
рассвет_NOUN,dawn
газетный_ADJ,newspaper
китель_NOUN,tunic
пылкий_ADJ,ardent
данила_NOUN,Danila
сговариваться_VERB,conspire
поход_NOUN,hike
неустанно_ADV,relentlessly
монархия_NOUN,monarchy
темп_NOUN,pace
служба_NOUN,service
спутывать_VERB,confuse
буржуазный_ADJ,bourgeois
переписка_NOUN,correspondence
реветь_VERB,roar
конституция_NOUN,constitution
снаряжение_NOUN,equipment
террорист_NOUN,terrorist
вкрадчивый_ADJ,insinuating
укреплять_VERB,strengthen
претендент_NOUN,challenger
неудобно_ADV,uncomfortable
погасать_VERB,extinguish
изволить_VERB,please
католик_NOUN,Catholic
берет_NOUN,beret
союзный_ADJ,allied
северо-запад_NOUN,northwest
западный_ADJ,west
завистливый_ADJ,envious
волошин_NOUN,Voloshin
маня_NOUN,beckoning
наполнять_VERB,fill
склад_NOUN,warehouse
мокрый_ADJ,wet
толковать_VERB,interpret
беспокойный_ADJ,restless
месторождение_NOUN,field
воронцов_NOUN,Vorontsov
лететь_VERB,fly
проводить_VERB,conduct
испаряться_VERB,evaporate
корнет_NOUN,cornet
зачастую_ADV,often
заданный_ADJ,given
сокол_NOUN,falcon
кавалерия_NOUN,cavalry
трансформация_NOUN,transformation
заимствовать_VERB,borrow
любовь_NOUN,love
насыщенный_ADJ,saturated
устремляться_VERB,rush
кнут_NOUN,whip
пылать_VERB,blaze
автоматически_ADV,automatically
мраморный_ADJ,marble
стокгольм_NOUN,Stockholm
аплодисменты_NOUN,applause
бездельник_NOUN,bum
обыкновение_NOUN,wont
проворно_ADV,nimbly
руководство_NOUN,management
исключительно_PART,exclusively
ученик_NOUN,student
получение_NOUN,getting
чеснок_NOUN,garlic
стройный_ADJ,slim
личность_NOUN,personality
упрашивать_VERB,beg
ропот_NOUN,murmur
кабинет_NOUN,cabinet
праздничный_ADJ,festive
хулиган_NOUN,hooligan
еврейка_NOUN,Jewess
крылов_NOUN,wings
русский_ADJ,Russian
посвящение_NOUN,dedication
хмыкнуть_VERB,chuckle
прозывать_VERB,nickname
семидесятый_ADJ,seventieth
тоня_NOUN,Tonya
конституция_NOUN,constitution
завершаться_VERB,end
поправка_NOUN,amendment
вакансия_NOUN,vacancy
друг_NOUN,friend
лента_NOUN,ribbon
мак_NOUN,poppy
львиный_ADJ,lion
крах_NOUN,crash
детище_NOUN,brainchild
сверкнуть_VERB,sparkle
переполох_NOUN,commotion
грозный_NOUN,formidable
латинский_ADJ,Latin
благоденствие_NOUN,prosperity
сентиментальный_ADJ,sentimental
нелепость_NOUN,absurdity
кокетливый_ADJ,flirty
шпора_NOUN,spur
давность_NOUN,prescription
парикмахерская_NOUN,salon
лоно_NOUN,bosom
оттепель_NOUN,thaw
равновесие_NOUN,equilibrium
тоня_NOUN,Tonya
сахалин_NOUN,Sakhalin
сбережение_NOUN,saving
подчиняться_VERB,obey
репертуар_NOUN,repertoire
малый_ADJ,small
взнос_NOUN,contribution
вторить_VERB,echo
лужков_NOUN,Luzhkov
экологический_ADJ,ecological
постель_NOUN,bed
медь_NOUN,copper
окутывать_VERB,envelop
окрик_NOUN,shout
популяция_NOUN,population
вокруг_ADP,around
кедр_NOUN,cedar
александр_NOUN,Alexander
зашагать_VERB,walk
пионер_NOUN,pioneer
невесело_ADV,sadly
подружка_NOUN,girlfriend
технически_ADV,technically
богатый_ADJ,rich
гибель_NOUN,doom
земляк_NOUN,countryman
кроме_ADP,except
запущенный_ADJ,neglected
дед_NOUN,grandfather
строить_VERB,build
королева_NOUN,Queen
шевченко_NOUN,Shevchenko
кротко_ADV,meekly
совершение_NOUN,committing
изоляция_NOUN,insulation
питерский_ADJ,Petersburg
внимание_NOUN,Attention
ртуть_NOUN,Mercury
тупо_ADV,stupidly
штык_NOUN,bayonet
попробовать_VERB,try
лось_NOUN,Elk
инстинктивно_ADV,instinctively
коварный_ADJ,insidious
разврат_NOUN,debauchery
гривна_NOUN,hryvnia
профессиональный_ADJ,professional
сердце_NOUN,heart
входной_ADJ,input
станция_NOUN,station
четверг_NOUN,Thursday
тираж_NOUN,circulation
несметный_ADJ,myriad
цезарь_NOUN,Caesar
душно_ADV,stuffy
кануть_VERB,sink
мотор_NOUN,motor
кинжал_NOUN,dagger
валютный_ADJ,currency
содержимое_NOUN,content
испытание_NOUN,trial
сумрачный_ADJ,gloomy
гипотеза_NOUN,hypothesis
навстречу_ADV,towards
смертный_NOUN,mortal
ветреный_ADJ,windy
гусарский_ADJ,hussar
безуспешно_ADV,unsuccessfully
жуковский_NOUN,Zhukovsky
мишень_NOUN,target
оружие_NOUN,weapon
воля_NOUN,will
намекать_VERB,hint
свозить_VERB,bring
середина_NOUN,middle
снег_NOUN,snow
вокруг_ADV,around
неудобный_ADJ,inconvenient
беречь_VERB,cherish
забивать_VERB,hammer
второй_ADJ,second
гарантировать_VERB,guarantee
утерять_VERB,lose
